letter,tags,headword,eng,rus,forms,variants
,"intj
межд.","ьари́
haˈri",come on,а ну,,
,"pro
мест.","ьа́ркил
ˈharkil",everyone,"каждый, все",,
,"n
сущ.","ьарс
ˈhars",fervor,задор,,
,"v cls
гл. кл.","ьаруга́ра
haruˈgara",to round dough,закруглять тесто,"ьабергора
ьабергур",
,"v cls
гл. кл.","ьаруча́ра
haruˈtʃara","to wind up
to ruffle","наматывать
лохматить","ьабарчара
ьабарчур",
,"n
сущ.","ьа́руъя
ˈharuʔæ",discomfort,дискомфорт,,
,"adj
прил.","ьатт
ˈhatː",upward,восходящий,,
,"adv
нар.","ьа́тте са́рбар
ˈhatːe ˌsarbar",4 days ago,4 дня назад,,
,"adj adv
прил. нар.","ьатте́ра
haˈtːera","more
particularly","более
особенно",,
,"n
сущ.","ьатти́ла
haˈtːila",ascent,подъем,ьаттилал-,
,"n
сущ.","ьау́
haˈu",howl,вой,,
,"intj
межд.","ьац
ˈhats",upward gee up,понукание волов вниз,,
,"n
сущ.","ьаьа́й
haˈhaj",yawn,зевок,ьаьайте,
,"adv
нар.","ьев
ˈhev",yon,вон,,
,"pro
мест.","ьеж
ˈheʒ",this,этот,ьеже-,
,"intj
межд.","ьей
ˈhej",hey,эй,,
,"v
гл.","ьей бирҳа́ра
ˌhej birˈxara",to get going,трогаться,"~ биҳара
~ бишив",
,"v cls
гл. кл.","ьей дира́ра
ˌhej diˈrara",to urge bulls,понукать быка,"~ барара
~ барив
~ бирара",
,"adv
нар.","ье́йсе
ˈhejse",so much,столько,,
,"adj
прил.","ьекк
ˈhekː",near,ближний,,
,"adj
прил.","ьекки́ҡь
heˈkːiqʼ",quick,скорый,,
,"n
сущ.","ьеҡь
ˈheqʼ",payment,оплата,ьеҡье,
,"pro det
мест. дет.","ьел
ˈhel","he
she
it
the (singular)","он
она
оно
тот, о котором речь",ьеле-,
,"v
гл.","ьел дира́ра
ˌhel diˈrara",to pretend,притворяться,"~ дарара
~ дарив",
,"n
сущ.","ьели́ва
heˈliva",halva,халва,,
,"adv
нар.","ье́лттежил
ˈheltːeʒil",in that way,таким образом,,
,"adv
нар.","ье́лттел
ˈheltːel",like that,так,,
,"pro
мест.","ьелтти́
helˈtːi","they
the (plural)","они
те, о которых речь",ьелтта-,
,"n
сущ.","ьелу́н
heˈlun",gesture,жест,ьелунте,
,"v cls
гл. кл.","ьелунта́л булша́на
helunˌtal bulˈʃana",to flirt,заигрывать,,
,"v cls
гл. кл.","ьербиға́ра
herbiˈʁara",to catch up,догонять,"ьербеғара
ьербеғив
ьебиғара",
,"v cls
гл. кл.","ьербира́ра
herbiˈrara","to maintain
to fatten up","содержать
откармливать","ьербарара
ьербарив",
,"v cls
гл. кл.","ьербирьо́ра
herbirˈhora",to live,жить,"ьербиьора
ьербиьяв",
,"v cls
гл. кл.","ьербурҡа́ра
herburˈqara",to place,ставить,"ьербяҡара
ьербяҡив",
,"v
гл.","ьердира́ра
herdiˈrara","to repeat
to tease","повторять
дразнить","ьердарара
ьердарив",
,"post adj
посл. прил.","ьере́ғ
heˈreʁ","after
following","следом, за
следующий",,
,"v cls
гл. кл.","ьере́ғ баҳа́ра
heˌreʁ baˈxara","to follow
to be of service","следовать
услуживать",~ башив,
,"v cls
гл. кл.","ьере́ғ бирка́ра
heˌreʁ birˈkara",to cling,цепляться,"~ бикара
~ бичив",
,"v cls
гл. кл.","ьере́ғ бирьо́ра
heˌreʁ birˈhora",to chase,гнаться,"~ биьора
~ биьяв",
,"v cls
гл. кл.","ьере́ғ булҡа́на
heˌreʁ bulˈqana",to hit,задевать,"~ буҡана
~ буҡун",
,"v cls
гл. кл.","ьере́ғ бурха́ра
heˌreʁ burˈχara",to ask for help,просить помощь,"~ берхора
~ берхур",
,"v cls
гл. кл.","ьере́ғ буцца́ра
heˌreʁ buˈtsːara",to serve,прислуживать,~ буццив,
,"v cls
гл. кл.","ьере́ғ кабирга́ра
heˌreʁ kabirˈgara",to expect,ожидать,"~ кабигара
~ кабижив",
,"v cls
гл. кл.","ьере́ғ кабирцца́ра
heˌreʁ kabirˈtsːara",to support,"поддерживать, содействовать","~ кабиццара
~ кабиццур",
,"v cls
гл. кл.","ьере́ғ кабурха́ра
heˌreʁ kaburˈχara",to accompany,сопровождать,"~ каберхора
~ каберхур",
,"v
гл.","ьере́ғ карга́ра
heˌreʁ karˈgara",to pursue,преследовать,"~ кагара
~ кагур",
,"v cls
гл. кл.","ьере́ғ ьабулҡа́на
heˌreʁ habulˈqana",to showdown,приходить с разборками,"~ ьабуҡана
~ ьабуҡун",
,"conj
союз","ьере́ғиттал
heˈreʁitːal",finally,на последок,,
,"v cls
гл. кл.","ьеркабира́ра
herkabiˈrara",to nurture,выхаживать,"ьеркабарара
ьеркабарив",
,"v cls
гл. кл.","ьеркирьо́ра
herkirˈhora",to thrive,"процветать, жить хорошо","ьеркабиьора
ьеркабиьяв
ьеркабирьора",
,"n
сущ.","ье́рко
ˈherko",snack,закуска,"ьеркон-
ьеркне",
,"n
сущ.","ье́рҡа
ˈherqa",bran,отруби,,
,"v
гл.","ьеруртьа́ра
herurˈtʼara",to roll up sleeves,закатывать рукава,ьеруртьив,
,"v
гл.","ьерцурга́ра
hertsurˈgara","to pester
to sift out","донимать
отсеивать","ьерцагара
ьерцагур",
,"v cls
гл. кл.","ьерьабурца́ра
herhaburˈtsara",to endorse,"одобрять, поддерживать","ьерьабуцара
ьерьабуцив",
,"v
гл.","ьерьурға́ра
herhurˈʁara",to pursue,преследовать,"ьерьағара
ьерьағив",
,"adj
прил.","ьес
ˈhes",elderly,престарелый,,
,"pro
мест.","ьет
ˈhet",that,тот,ьете-,
,"conj
союз","ье́тте
ˈhetːe",merely,просто,,
,"adv
нар.","ье́ттера
ˈhetːera",anyway,"и так, всё равно",,
,"pro
мест.","ьетти́
heˈtːi",those,те,ьетта-,
,"pro
мест.","ьех
ˈheχ",aforementioned,вышеупомянутый,"ьехе-
ьехтти",
,"intj
межд.","ьеч
ˈhetʃ",alas,увы,,
,"adv
нар.","ье́шттежил
ˈheʃtːeʒil",in this way,этим образом,,
,"adv
нар.","ье́шттел
ˈheʃtːel",like this,вот так,,
,"pro
мест.","ьештти́
heʃˈtːi",these,эти,ьештта-,
,"v
гл.","ьивҡа́на
hivˈqana","to suspend
to execute by hanging","подвешивать
казнить через повешение",ьивҡун,
,"n
сущ.","ьивцьа́л
hivˈtsʼal",fragment,осколок,ьивцьле,
,"det
дет.","ьиж
ˈhiʒ",this here,вот этот,ьиже-,
,"v
гл.","ьикьо́ра
hiˈkʼora",to be raised,выростать,"ьакьора
ьачьур",
,"v
гл.","ьиҡа́ра
hiˈqara",to be enough,хватать,"ьаҡара
ьаҡив",
,"v
гл.","ьиҡа́ра
hiˈqara",to ascend,восходить,,
,"v
гл.","ьиҡиха́ра
hiqiˈχara",to last,"длиться, дотягивать","ьаҡихара
ьаҡихив",
,"v cls
гл. кл.","ьиҡҡо́ра
hiˈqːora",to excavate,выкапывать,"ьабирҡҡора
ьабирҡҡур",
,"v cls
гл. кл.","ьиҡьо́ра
hiˈqʼora",to untangle,распутывать,"ьабирҡьора
ьабирҡьур",
,"v cls
гл. кл.","ьилтьа́на
hilˈtʼana","to record
to pull out","записывать, снимать
вырывать","ьитьана
ьитьун",
,"n
сущ.","ьимҡҡо́
himˈqːo","whetstone
block","точильный камень
брусок, блок","ьимҡҡон-
ьимҡҡне",
,"n
сущ.","ьимҡь
ˈhimqʼ",hiccup,икота,,
,"v cls
гл. кл.","ьи́на бикьо́ра
ˌhina biˈkʼora",to scoff,издеваться,,
,"n
сущ.","ьина́ҡ
hiˈnaq",diphtheria,дифтерия,,
,"n
сущ.","ьингала́й
hingaˈlaj",collecting fruit scraps,сбор остатков плодов,,
,"n
сущ.","ьинҡ
ˈhinq",pant,пыхтение,,
,"n
сущ.","ьи́нце
ˈhintse",apple,яблоко,ьинца-,
,"n
сущ.","ьинць
ˈhintsʼ",whimper,скул,,
,"v cls
гл. кл.","ьир кабира́ра
ˌhir kabiˈrara",to instigate,подстрекать,"~ кабарара
~ кабарив",
,"n
сущ.","ьирҡ
ˈhirq",dyspnea,отдышка,,
,"n
сущ.","ьирҳо́н
hirˈxon",curtain,занавес,ьирҳонте,
,"n
сущ.","ьирцьа́н
hirˈtsʼan",ladle,черпак,ьирцьанте,
,"v cls
гл. кл.","ьирцьа́ра
hirˈtsʼara",to scoop,черпать,"ьицьара
ьицьив",
,"n
сущ.","ьис
ˈhis",fire,огонь (дет.),,
,"n
сущ.","ьиса́в
hiˈsav",math,математика,,
,"adj
прил.","ьиса́в акко́р
hiˌsav aˈkːor",unique,уникальный,,
,"v cls
гл. кл.","ьиса́в дира́ра
hiˌsav diˈrara",to compare,сравнивать,"~ барара
~ барив
~ бирара",
,"v
гл.","ьиса́в ьурса́ра
hiˌsav hurˈsara",to take into account,учитывать,"~ ьасара
~ ьасив",
,"v cls
гл. кл.","ьискки́ бира́ра
hisˌkːi biˈrara",to set on,натравливать,"~ барара
~ барив",
,"det
дет.","ьит
ˈhit",that there,вон тот,ьите-,
,"v
гл.","ьиҳо́ра
hiˈxːora",to take off,взлетать,"ьаҳора
ьашур",
,"v cls
гл. кл.","ьичча́ра
hiˈtʃːara",to carve,вырезать,"ьабиччара
ьабиччив",
,"intj
межд.","ьиштт
ˈhiʃtː",shooing a cat,брысь,,
,"n
сущ.","ьиь
ˈhih",essence,"суть, сущность",,
,"v
гл.","ьиь берта́ра
ˌhih berˈtara",to express,выражать (отношение),"~ бетара
~ бетур",
,"v cls
гл. кл.","ьиь икьо́ра
ˌhih iˈkʼora",to breathe,дышать,~ бикьора,
,"v
гл.","ьиь чиьабирка́ра
ˌhih tʃihabirˈkara",to be out of breath,запыхаться,"~ чиьабикара
~ чиьабичив",
,"v
гл.","ьиь ьабарта́ра
ˌhih habarˈtara",to take a break,"передыхать, делать перерыв","~ ьабатара
~ ьабатур",
,"n
сущ.","ьиьи́
hiˈhi",neigh,ржание,,
,"intj
межд.","ьм
hm",hmm,хм,,
,"intj
межд.","ьой
ˈhoj",yes?,да?,,
,"intj
межд.","ьу
ˈhu",so,ну,,
,"intj
межд.","ьуйа́
huˈja",wow,"ух, ничего себе",,
,"n
сущ.","ьуйра́
hujˈra",reeling,шатание,,
,"n
сущ.","ьу́кму
ˈhukmu",decision,решение,ьукмурте,
,"n
сущ.","ьукума́т
hukuˈmat",government,правительство,,
,"v
гл.","ьуҡьа́на
huˈqʼana",to loaf away,праздно проводить время,,
,"v
гл.","ьулға́на
hulˈʁana",to shut away,запирать,"ьалғана
ьалғун",
,"n
сущ.","ьу́лғе
ˈhulʁe",arable land,пашня,"ьулғен
ьулғне",
,"n
сущ.","ьу́лка
ˈhulka",country,страна,"ьулкан-
ьулкне",
,"n
сущ.","ьулма́т
hulˈmat",esteem,почёт,,
,"adv
нар.","ьу́на
ˈhuna",how much,как много,ьунал-,
,"det
дет.","ьу́на-ра
ˈhuna-ra",nothing (uncount.),нисколько (неисч.),,
,"n
сущ.","ьуна́р
huˈnar",capability,способность,ьунарте,
,"adj
прил.","ьуна́р акко́р
huˌnar aˈkːor",helpless,"беспомощный, неумелый",,
,"n
сущ.","ьунарчи́
hunarˈtʃi",strongman,силач,ьунарчибе,
,"v cls
гл. кл.","ьур бира́ра
ˌhur biˈrara",to jolt,потрясывать,"~ барара
~ барив",
,"v
гл.","ьурға́ра
hurˈʁara",to drive,"управлять, водить","ьағара
ьағив",
,"v
гл.","ьурса́ра
hurˈsːara","to pick
to buy","поднимать, брать
покупать","ьасара
ьасив",
,"v cls
гл. кл.","ьурца́ра
hurˈtsara",to fly,лететь,"ьарцара
ьарцур",
,"n
сущ.","ьурце́ц
hurˈtsets",kidney,почка,"ьурцеци-
ьурцецне",
,"v
гл.","ьурцца́ра
hurˈtsːara",to ache,"ныть, болеть","ьарццара
ьарццур",
,"v
гл.","ьурцциха́ра
hurtsːiˈχara",to irritate,раздражать,"ьарццихара
ьарццихур",
,"n
сущ.","ьурьури́
hurhuˈri",hoopoe,удод,ьурьурме,
,"n
сущ.","ьуряъи́н
huræˈʔin",little angel,ангелочек,ьуряъне,
,"v cls
гл. кл.","ьутта́ра
huˈtːara",to demount,демонтировать,"ьаберттара
ьаберттив",
,"v
гл.","ьуха́ра
huˈχːara",to glow,светиться,,
,"v cls
гл. кл.","ьучьа́ра
huˈtʃʼara",to climb up,залезать,"ьабурчьара
ьабурчьив",
,"n
сущ.","ьуьа́н
huˈhan",rice pie,рисовый пирог,,
,"v cls
гл. кл.","ьуьв бира́ра
ˌhuɸ biˈrara",to blow,дуть,"~ барара
~ барив",
,"n
сущ.","ьяба́ш
hæˈbaʃ",mercenary,наёмник,ьябаше,
,"adj
прил.","ьявк
ˈhævk",damp,сырой,,
,"n
сущ.","ьявху́н
hævˈχun",heroine,героиня,,
,"n
сущ.","ьявцьи́
hævˈtsʼi",bread in cinder,хлеб в угле,ьявцьне,
,"adj
прил.","ьяду́р
hæˈdur",ready,готовый,,
,"n
сущ.","ьяж
ˈhæʒ",hajj,хадж,ьяжни,
,"adj
прил.","ьяжа́т
hæˈʒat",important,важный,,
,"n
сущ.","ья́жла ҡа́ра
ˌhæʒla ˈqara",beans,фасоль,,
,"n
сущ.","ьяз
ˈhæz",fun,веселье,,
,"n
сущ.","ьяйа́
hæˈja",integrity,честность,,
,"n
сущ.","ьяйго́н
hæjˈgon",cattle,скот,ьяйгонте,
,"n
сущ.","ьяйка́р
hæjˈkar",pendant,"подвеска, кулон",ьяйкарте,
,"n
сущ.","ьяйла́чье
hæjˈlatʃʼe",corn,кукуруза,,
,"adj
прил.","ьяйра́н
hæjˈran",delightful,восхитительный,,
,"n
сущ.","ьяйт
ˈhæjt",ardor,пыл,,
,"v cls
гл. кл.","ьяк бирьо́ра
ˌhæk birˈhora",to boast,кичиться,"~ биьора
~ биьяв",
,"n
сущ.","ьяка́
hæˈka",fur coat,шуба,"ьякан-
ьякне",
,"n
сущ.","ьяки́м
hæˈkim",official,чиновник,ьякимте,
,"n
сущ.","ьяҡь
ˈhæqʼ",scourge,кара,,
,"v cls
гл. кл.","ьяҡь бикьо́ра
ˌhæqʼ biˈkʼora",to curse,проклинать,,
,"adv
нар.","ья́ҡьле
ˈhæqʼle",very,очень,,
,"n
сущ.","ьял
ˈhæl","sense
stamina","чувство
выносливость",,
,"adj
прил.","ьял акко́р
ˌhæl aˈkːor",exhausted,обессиленный,,
,"v
гл.","ьял барьа́ра
ˌhæl barˈhara",to find out,выяснять,"~ баьара
~ баьур",
,"adj n
прил. сущ.","ьяла́л
hæˈlal",permitted,дозволенное,,
,"v cls
гл. кл.","ьяла́л барта́ра
hæˌlal barˈtara",to gift,даровать,"~ батара
~ батур",
,"n
сущ.","ья́ле
ˈhæle",animal fat,животный жир,"ьяли-
ьялбе",
,"adj
прил.","ьяли́м
hæˈlim",tender,нежный,,
,"n
сущ.","ьялму́к
hælˈmuk",trail,тропинка,,
,"n
сущ.","ьям
ˈhæm",barking,гавкание,,
,"n
сущ.","ьямба́л
hæmˈbal",porter,носильщик,ьямбалте,
,"n
сущ.","ьямпра́с
hæmpˈras",mess,бардак,,
,"n
сущ.","ьямч
ˈhæmtʃ",sneeze,чих,,
,"n adj
сущ. прил.","ьямша́р
hæmˈʃar",persian,иранец,ьямшарте,
,"adj
прил.","ьян
ˈhæn",hoary,седой,,
,"n
сущ.","ья́на
ˈhæna",scar,шрам,ьянбе,
,"v cls
гл. кл.","ьяна́
hæˈna",to go up,идти наверх,"ьябун-
ьябе",
,"n
сущ.","ьянк
ˈhænk",ramson,черемша,,
,"adj
прил.","ьянку́ш
hænˈkuʃ",languid,апатичный,,
,"n
сущ.","ья́нтта
ˈhæntːa",female lamb,ягнёнок самка,,
,"n
сущ.","ья́нче
ˈhæntʃe",service,служба,"ьянчел-
ьянчирбе",
,"n
сущ.","ьянчиза́р
hæntʃiˈzar",employee,служащий,ьянчизре,
,"adv
нар.","ья́ньер
ˈhænher",immediately,немедленно,,
,"n
сущ.","ьяпа́л
hæˈpal",hayrick,копна,ьяпле,
,"n
сущ.","ьяпу́р
hæˈpur",junk,"хлам, барахло",,
,"adj n
прил. сущ.","ьяра́м
hæˈram",prohibited,запретное,,
,"n
сущ.","ьярка́т
hærˈkat",effort,усилие,,
,"n
сущ.","ья́рце
ˈhærtse",maple,клён,,
,"n
сущ.","ьярччи́
hærˈtʃːi",khuchni,хучни,ьярккан,
,"adj
прил.","ья́ръя
ˈhærʔæ",regular,регулярный,,
